매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,점포수,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
222434.5733,2020,골목상권,2110999,윗방죽마을공원,6,1,0,0,0,0,0,1,0,3125,2339,268,2,0,1,9,6,1,0,0,86956,22007,12080,11932,12112,11919,12074,13294,13546,4,0,1,0,0,239796,13896,13244,20237,15183,9451,14945,174.5886076582897,22.02521148705276,592.7044677973653,614.8678588008042,293.5606503361124,149.3636090378954,99.60548249294472,1089.00830102056,2608,0,4,0
0.0,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),3,1,0,0,0,0,0,1,0,458,199,39,0,0,0,0,0,0,0,0,62217,3589,8964,9090,9034,8912,9002,9012,8202,5,0,0,0,0,52892,17473,4735,6517,8803,7897,16791,174.6559082029204,22.034384836276853,592.950908641929,615.1031223821457,293.60253315591086,149.30670092004362,99.48328569265024,1088.8941853608435,637,0,1,0
0.0,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,3,1,0,0,0,0,0,1,0,317,0,317,0,0,0,0,0,0,0,0,354,0,48,18,18,39,27,126,78,3,0,0,0,0,59240,54,0,0,36,0,264,174.72740170904407,22.043562006137854,593.1978686205387,615.3422323873028,293.6756704042057,149.2764246605351,99.4006048453752,1089.255240831631,505,0,1,0
176096.4475,2020,골목상권,2110949,한남IC,6,1,0,0,0,0,0,0,1,618,300,1683,5,0,5,17,8,10,7,65,359490,68563,51923,53983,53271,54404,55178,48320,42410,2,0,0,0,0,62126,42035,79231,82566,65436,42017,48204,174.72740170904407,22.043562006137854,593.1978686205388,615.3422323873028,293.6756704042057,149.2764246605351,99.4006048453752,1089.255240831631,0,0,0,0
126471.4457,2020,골목상권,2110951,신사은행나무공원,3,1,0,0,0,0,0,0,1,1039,580,273,16,5,76,41,9,5,3,22,586316,132250,85472,89186,87419,89226,89912,77158,67942,2,0,0,0,1,29000,45748,138242,152633,112183,60883,76626,174.77641394955575,22.05065757733109,593.3370017881576,615.5305513849661,293.77128891811253,149.316922755731,99.42450184989036,1088.958511123401,0,0,0,0
149246.779,2020,골목상권,2110952,논현목련공원,3,1,0,0,0,0,0,0,1,879,583,117,27,1,131,89,23,8,2,3,218461,63079,31245,31312,31314,31503,31072,30745,31269,2,0,0,0,0,21629,16491,53448,55777,38230,21880,32636,174.804214288419,22.05525818414929,593.4025042868205,615.6581661024452,293.84404965454803,149.34536443880995,99.4375844901276,1089.3664871896472,0,0,0,0
31144.86594,2020,골목상권,2110954,국기원,3,1,0,0,0,0,0,0,1,497,335,636,3,0,28,2,3,0,0,1,470697,49829,64711,69048,67214,68038,74855,72358,54474,3,0,0,0,2,39798,42413,193929,108173,60921,33380,31881,174.80496541843084,22.054448549754685,593.324820067123,615.5131445229708,293.9147590840462,149.34467558137402,99.44484410065638,1089.7625598321074,0,0,0,0
266085.7444,2020,골목상권,2110955,논현초등학교,29,1,0,0,0,0,0,0,1,7080,4369,3430,175,41,975,495,132,140,68,107,2823055,718388,413614,413086,410762,413220,411607,382298,378468,10,0,0,0,2,190912,175573,675436,794048,495648,282175,400177,174.8560915489131,22.061132333497294,593.4531817740619,615.6753065315149,294.00922817608784,149.38645104997576,99.46542896497806,1090.1879397487735,0,0,0,0
206127.1594,2020,골목상권,2110957,언북중학교,6,1,0,0,0,0,0,0,1,1816,1116,1251,51,1,145,166,105,44,40,31,946081,174285,146180,151897,148254,153512,149707,102664,93865,8,0,0,0,3,94815,52877,203263,272285,190985,96827,129844,174.76319233640226,22.038676518482102,592.7377168205957,615.2850797648754,293.99632610621944,149.33956780728212,99.42190916021744,1090.5227390575783,0,0,0,0
150332.5688,2020,골목상권,2110958,역삼역 4번,3,1,0,0,0,0,0,0,1,858,528,994,29,6,161,60,19,6,27,11,424236,66041,66226,70417,67823,69094,67969,45291,37416,9,0,0,0,2,73119,24952,110750,116481,76932,47275,47846,174.79723196685038,22.04327213734908,592.8754094587391,615.3055981161513,294.0654336524751,149.3805085099496,99.42832960532994,1090.8963954851629,0,0,0,0
34016.88768,2020,골목상권,2110959,신구중학교,3,1,0,0,0,0,0,0,1,365,166,271,2,0,0,0,0,0,26,56,122879,18745,18359,19261,18704,19037,19274,15418,12825,8,0,0,0,0,35959,18539,20270,24734,23076,14918,21341,174.81962881612884,22.04162487345955,592.813742268672,615.3565163501713,294.122496697293,149.40689506636508,99.44890759434132,1091.3355696714596,0,0,0,0
108198.6558,2020,골목상권,2110960,은광여고,3,1,0,0,0,0,0,0,1,719,417,1522,16,22,125,28,4,23,3,34,107207,28094,15950,15930,15652,16092,15645,13936,13999,4,0,0,0,1,25543,15447,16926,23405,19793,12554,19082,174.86867945260516,22.047054359252,593.0230735518813,615.58813854682,294.22079915220445,149.44952907763337,99.4395191295596,1091.62546791029,0,0,0,0
117854.308,2020,골목상권,2110961,언주역 3번,6,1,0,0,0,0,0,0,1,2169,1298,962,52,0,217,168,85,41,19,82,837055,155417,125847,129453,129051,129528,127362,102410,93404,3,1,0,0,1,63031,96772,160057,196624,165215,98755,119633,174.90442827835562,22.03583331610431,593.0414012261326,615.6845532589545,294.30415502195973,149.43722663345252,99.46010177699073,1091.7885093207442,0,0,0,0
72230.90217,2020,골목상권,2110963,역삼월드메르디앙아파트,3,1,0,0,0,0,0,0,1,1724,847,780,43,3,184,115,87,10,30,114,424463,125411,63154,62422,62087,62611,62030,55600,56560,1,0,0,0,1,40391,65167,74549,90270,79329,49833,65315,174.90147425182704,22.03543191448737,592.9260978960853,615.5944968698033,294.3446646618523,149.43449442139317,99.4540485304366,1091.8533671514356,0,0,0,0
154421.9384,2020,골목상권,2110965,언주역 6번,6,1,0,0,0,0,0,0,1,2309,1512,1139,64,26,366,202,48,44,7,1,836018,170160,124234,128732,126498,129578,127056,103226,96696,2,0,0,0,2,65107,45982,180756,254379,162318,92987,99595,174.90101691388026,22.021291794551686,592.8507132574075,615.5243863356108,294.3260737645425,149.41718988118558,99.44008268885894,1091.829992200208,0,0,0,0
87916.22554,2020,골목상권,2110966,논현2동주민센터,4,1,0,0,0,0,0,0,1,2887,1539,1637,60,28,154,199,70,147,192,53,1712673,284661,256927,270624,265870,272236,270174,202807,174037,9,0,0,0,2,93544,134320,349866,443842,338852,197516,248278,174.8834902764589,22.006313148337924,592.5517335376978,615.4600750892893,294.35368661789994,149.43235107597377,99.4552534143747,1092.1188473176935,0,0,0,0
266156.4263,2020,골목상권,2110967,역삼역 8번,9,1,0,0,0,0,0,0,1,1307,877,377,32,7,213,85,43,8,17,6,637430,128353,95129,100016,98388,101444,97903,74337,70214,7,0,0,0,3,68671,40523,138312,186973,123433,74752,73436,174.91508207091204,22.002152579290605,592.6980914617352,615.5934889423656,294.42752245745777,149.42337203812028,99.3992397813249,1091.9835928827715,0,0,0,0
441468.4524,2020,골목상권,2110971,선정릉역 4번,8,1,0,0,0,0,0,0,1,3836,2425,1542,130,41,815,550,128,40,27,36,894199,222244,133668,135276,133340,136216,133174,113096,109432,7,1,1,0,4,133221,54037,209131,250423,162617,100524,117467,174.9058876837642,21.98799860451096,592.4219457879058,615.5587651659054,294.4576754643093,149.43895212639595,99.41814038073429,1092.4286318473355,0,0,0,0
13316.31884,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,3,1,0,0,0,0,0,0,1,1995,1013,2628,56,2,250,123,180,62,11,2,227810,67016,33584,33709,33284,33613,32659,30118,30843,2,0,0,0,0,46603,29725,40677,48834,41984,29801,36790,174.84048630478162,21.95968386621142,591.9096318602572,615.3021285152665,294.4145687513469,149.4124904078807,99.40249431095106,1092.6507087132172,0,0,0,0
114360.4692,2020,골목상권,2110974,언주중학교,6,1,0,0,0,0,0,0,1,1479,770,292,57,6,206,166,43,19,10,85,743089,185718,108280,109256,108344,111050,108648,99325,98185,2,0,0,0,0,35150,109430,130426,169454,142888,81116,109776,174.82959558301008,21.95092436740468,591.7980205496244,615.301837977596,294.3572892212684,149.3735280808232,99.40016395887402,1092.6085150032727,0,0,0,0
93593.99457,2020,골목상권,2110975,매봉역 1번,6,1,0,0,0,0,0,0,1,944,361,10837,25,2,22,46,17,9,24,130,285064,56042,41019,41542,40862,41173,41490,39446,39535,11,0,0,0,0,52363,27831,51590,46287,43474,49507,66377,174.817867687749,21.946740738914844,591.7100929978134,615.3044615571038,294.4057310569142,149.4007443706154,99.4240607798394,1092.3373278737986,8311,7555,3,1
36389.84239,2020,골목상권,2110976,언북초등학교,6,1,0,0,0,0,0,0,1,2011,1046,578,52,0,99,133,75,92,46,31,849645,174889,120044,127080,127243,128326,129160,115816,101974,2,0,0,0,0,55724,80933,163385,200363,165985,105403,133576,174.8656686318322,21.94005745029657,591.9331196809931,615.5348131231142,294.50997990414857,149.44795533829674,99.4446369916545,1092.0756031976427,0,0,0,0
51427.33816,2020,골목상권,2110977,논현로18길,9,1,0,0,0,0,0,0,1,707,335,148,14,3,35,56,14,0,0,0,134695,32014,19698,19944,19863,20386,20402,17612,16790,0,0,0,0,0,17287,17558,18736,24970,25254,21800,26376,174.8872613331777,21.94003249503025,592.0296780155813,615.6903230369873,294.48895991243506,149.42815848373317,99.43441410946951,1091.8820459966428,0,0,0,0
67900.47464,2020,골목상권,2110980,개포지구대옆,3,1,0,0,0,0,0,0,1,2707,1114,663,75,14,155,238,188,20,49,15,522077,139710,77889,78036,77200,76963,76195,67607,68188,2,0,0,0,0,85827,78969,68527,81151,95703,86427,111300,174.8801369623755,21.92293842029879,592.0355188473947,615.6514763771359,294.4221359989931,149.4753808644508,99.45499463158002,1092.328291644435,0,0,0,0
152896.1051,2020,골목상권,2110981,국악고교사거리,9,1,0,0,0,0,0,0,1,2105,876,361,52,14,128,232,153,12,4,0,520153,140411,75533,74660,74367,75680,74928,72521,72463,7,0,0,0,0,67409,81668,63157,96050,95870,85522,97886,174.87009538742228,21.910000426302243,592.0471905871314,615.6213562590581,294.38067976918416,149.50763539436937,99.47225316389958,1092.5977871863352,691,0,4,0
26878.68478,2020,골목상권,2110982,강남구보훈회관,1,1,0,0,0,0,0,0,1,837,409,166,23,6,107,61,16,36,81,537,217555,58802,31271,30460,30643,30583,30486,31642,32472,1,0,0,0,1,19865,50570,24192,37721,48859,22312,33899,174.8175850191406,21.8829021750226,591.8540378771343,615.4038797212809,294.2297141904037,149.53116063808062,99.50159215355984,1093.0509919270453,0,0,0,0
125321.721,2020,골목상권,2110983,국립국악고등학교,3,1,0,0,0,0,0,0,1,2836,1257,783,65,10,190,223,121,44,9,5,419800,123815,61052,60947,61015,61000,60321,58000,57466,4,1,0,0,0,56041,84589,53313,54590,72057,72417,82835,174.8491493759346,21.87910654728531,591.9235025057259,615.5547556079259,294.3101595335304,149.55469567581503,99.43477349916914,1092.2920622817196,0,0,0,0
83406.01812,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),12,1,0,0,0,0,0,0,1,4522,1948,1556,107,30,399,353,203,44,16,34,948786,322151,137834,136665,136230,136393,136113,131617,133931,14,0,0,0,1,137097,169570,106876,159766,162081,146756,203736,174.8253563490303,21.86531766574796,591.8951609164277,615.4683920590533,294.21286984141284,149.58864850498898,99.4561868103678,1092.7159973617702,223,0,1,0
135846.0326,2020,골목상권,2110985,청담근린공원,3,1,0,0,0,0,0,0,1,980,472,1338,27,0,21,42,45,27,6,98,311041,72076,44979,46297,45486,46440,46017,41919,39902,1,0,0,0,0,43265,24354,50967,68980,58393,41629,66718,174.79572494034966,21.851106723893565,591.7818783023213,615.3565970515841,294.1005521352685,149.6022158024515,99.48427015208736,1093.0884852873996,0,0,0,0
73670.48913,2020,골목상권,2110988,청담역 3번,3,1,0,0,0,0,0,0,1,1340,480,1594,19,0,0,4,5,19,12,305,186453,35191,26426,27191,26478,26714,27054,26474,26118,5,0,0,0,0,79185,25453,25171,32939,32408,26529,43954,174.83893714890098,21.860203770822743,592.0140939052781,615.5461709887413,294.1801110662158,149.63951897306035,99.49487975664692,1092.8283222920986,0,24672,0,1
117604.3164,2020,골목상권,2110989,대치동아우편취급국,9,1,0,0,0,0,0,0,1,1575,908,444,59,2,306,232,96,26,6,3,686182,143955,103182,105143,102911,105593,103236,84964,81154,7,2,0,0,3,40587,113374,114219,144490,140810,90214,83074,174.8904937422186,21.86847196556497,592.2426593065709,615.7549745570129,294.294257657001,149.68807830652122,99.4955021045889,1092.6030218434278,0,0,0,0
98996.39915,2020,골목상권,2110992,도곡초등학교,18,1,0,0,0,0,0,0,1,8040,3724,2179,203,18,727,607,317,115,78,65,1891368,491004,262358,263431,262511,263630,263366,289039,287032,8,2,0,0,1,138866,622347,227727,221765,351201,234748,233580,174.85214673711548,21.86800088811517,591.8518361006203,615.5059133474198,294.16781896326955,149.6013539427854,99.50694902469904,1092.8160122771676,0,0,0,0
38665.42391,2020,골목상권,2110994,개포고등학교,6,1,0,0,0,0,0,0,1,1706,744,494,54,3,101,106,56,31,2,22,616918,191347,88247,89430,89239,89892,88601,87271,84240,17,1,0,0,4,61589,112815,67732,80445,100681,95985,159261,174.7425930929594,21.86086849880964,591.4999842422109,615.2729849183388,293.99761405859147,149.53915633826534,99.42805932820644,1092.2522387602137,0,0,0,0
43771.31884,2020,골목상권,2110995,봉은사역 4번,3,1,0,0,0,0,0,0,1,2888,1115,5085,70,1,58,47,25,43,75,644,565325,152676,80756,80875,80805,80682,80453,80191,81565,7,0,0,0,0,122756,111832,66756,95120,102990,80099,108527,174.79202797767752,21.868720650557684,591.7041890649596,615.4850053117268,294.0966971618632,149.58850652824796,99.46862055190677,1091.8751580935862,5,0,1,0
47214.5942,2020,골목상권,2110996,대치2동주민센터,3,1,0,0,0,0,0,0,1,1545,729,1959,92,0,39,67,112,103,152,254,748006,164310,108050,109722,108016,108569,107697,105774,100180,4,1,0,0,0,112840,263406,77353,77507,150007,96038,83694,174.81067578283057,21.877408710778568,591.9130584192746,615.6879549392505,294.18791144044843,149.60040848766857,99.45299549801496,1091.0170711485794,0,0,1,0
226543.0792,2020,골목상권,2110997,대청초등학교,21,1,0,0,0,0,0,0,1,7401,3439,1724,121,1,177,379,105,30,36,11,2604345,843823,374447,379070,374587,378462,375507,362701,359572,51,0,2,0,6,236963,379072,337877,373440,396672,415810,701475,174.79477681354783,21.881937190674808,592.0416650214476,615.7731705741128,294.18882231115634,149.58483829969506,99.3899034894796,1090.0403921607146,8606,0,13,0
234568.0,2020,골목상권,2110999,윗방죽마을공원,6,1,0,0,0,0,0,0,1,3125,2339,268,2,0,1,9,6,1,0,0,83595,19725,11690,11785,11655,11785,11609,12467,12603,4,0,1,0,0,239796,13356,12298,19183,15159,9404,14197,174.80135249082244,21.890630753202156,592.1715741242874,615.6173725601969,294.0727477159487,149.48100184603132,99.31804250009137,1090.129501399749,2599,0,4,0
0.0,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),3,1,0,0,0,0,0,0,1,458,199,39,0,0,0,0,0,0,0,0,57606,3315,8276,8256,8381,8428,8519,8262,7483,5,0,0,0,0,52892,16071,4461,5997,8272,7097,15707,174.8687135867803,21.899744254764684,592.4176905165123,615.8528502340356,294.1148262953475,149.42416629309463,99.19577690579496,1090.0159000264764,550,0,1,0
0.0,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,3,1,0,0,0,0,0,0,1,317,0,317,0,0,0,0,0,0,0,0,174,0,6,9,3,9,15,51,81,3,0,0,0,0,59240,36,0,0,0,0,138,174.94026592382727,21.90886155045776,592.6643256915817,616.0921728194785,294.188146372906,149.3939515413432,99.11301078460671,1090.3772721746973,617,0,1,0
137463.1649,2020,골목상권,2110949,한남IC,6,1,0,0,0,0,0,0,0,564,281,1683,5,0,5,10,15,6,4,72,323114,62156,47125,48780,48994,47975,48406,43220,38617,3,0,0,0,0,62126,34658,70509,77353,60245,38818,41531,174.94026592382727,21.90886155045776,592.6643256915817,616.0921728194785,294.1881463729059,149.3939515413432,99.11301078460671,1090.3772721746973,0,0,0,0
92178.30435,2020,골목상권,2110951,신사은행나무공원,3,1,0,0,0,0,0,0,0,979,574,273,16,3,77,37,7,11,3,23,585157,132045,87289,90467,90217,86580,85167,76310,69127,1,0,0,0,0,29000,41772,132669,155138,115251,62043,78283,174.98060727460702,21.916730406700147,592.8056758063098,616.288216170631,294.2735346984877,149.4448853538864,99.12970367298982,1090.0694807773502,0,0,0,0
140522.221,2020,골목상권,2110952,논현목련공원,3,1,0,0,0,0,0,0,0,868,571,117,27,0,120,93,26,13,2,3,170562,51590,24780,24289,24404,24118,23868,23907,25198,2,0,0,0,0,21629,13922,42337,43317,29532,16830,24622,175.0088971652748,21.924186391055823,592.8958987259128,616.406105565625,294.3448095776797,149.47128771982642,99.14515506860904,1090.4656811438824,0,0,0,0
26777.27899,2020,골목상권,2110954,국기원,3,1,0,0,0,0,0,0,0,448,303,636,3,0,28,2,3,0,0,1,399249,41906,56070,58490,58812,56365,60962,61707,46843,3,0,0,0,2,39798,31493,155081,97023,55711,30217,29723,175.00848472131526,21.932061624676734,592.8226136234267,616.2339899208334,294.41528182469494,149.47855833477436,99.14729620679825,1090.8495619932974,0,0,0,0
248003.9097,2020,골목상권,2110955,논현초등학교,29,1,0,0,0,0,0,0,0,7089,4515,3430,182,20,938,611,151,104,91,141,2766934,704867,406752,408399,407110,396807,392466,378189,377209,12,0,0,0,0,190912,167329,650985,788994,491528,281072,387025,175.06009041616394,21.940356282032,592.9623650231867,616.3963844235053,294.51616209178803,149.5245335983344,99.1665002418406,1091.260235968326,0,0,0,0
177715.3496,2020,골목상권,2110957,언북중학교,6,1,0,0,0,0,0,0,0,1761,1088,1251,50,1,120,168,116,24,54,46,911555,173881,145508,149765,148757,141939,132790,100203,92596,7,0,0,0,0,94815,59241,188170,261882,188365,93549,120347,174.96065641300794,21.93575385018931,592.2798691284816,615.9071611128202,294.49307268774805,149.47855962147145,99.148259085054,1091.5362493832108,0,0,0,0
141416.0761,2020,골목상권,2110958,역삼역 4번,3,1,0,0,0,0,0,0,0,861,544,994,29,4,151,61,24,8,16,26,374719,59420,61539,62787,62651,58430,55121,40434,33756,4,0,0,0,0,73119,18275,92855,105967,69599,42754,45269,174.99559634493178,21.941553165149852,592.4397858447231,615.9262652164875,294.5536191183297,149.52661561798476,99.16413434892628,1091.8906131990173,0,0,0,0
25825.82609,2020,골목상권,2110959,신구중학교,3,1,0,0,0,0,0,0,0,361,170,271,2,0,0,0,0,0,3,79,111995,18068,16984,17732,17440,16996,16571,14106,12166,3,0,0,0,0,35959,14693,17762,23172,21761,14012,20594,175.017650275995,21.944441868089992,592.400018797634,615.9641038620209,294.613774598612,149.55346814217037,99.17127714307895,1092.3171178237358,0,0,0,0
111548.0326,2020,골목상권,2110960,은광여고,3,1,0,0,0,0,0,0,0,727,422,1522,16,21,106,42,8,21,7,34,103244,27506,15631,15582,15441,15033,14566,13317,13676,3,0,0,0,0,25543,15477,16350,22838,18746,11967,17867,175.0659306131885,21.95107709150576,592.6145007030844,616.192553343445,294.715569760742,149.60488448346962,99.18383281396665,1092.5690184137584,0,0,0,0
